id,name,address,category,location,lat,lng,numReviews,reviews,polarity,details,originalId,subCategory
49425,The Pie Crust,"273 High Street, London, United Kingdom",restaurant,London,51.536363,-0.003863,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=49425,10,http://tour-pedia.org/api/getPlaceDetails?id=49425,,
80364,Franco Manca,"53 Bedford Hill, London, United Kingdom",restaurant,London,51.443652,-0.150031,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80364,10,http://tour-pedia.org/api/getPlaceDetails?id=80364,,
38597,The Parlour,"167 Stoke Newington Church Street, London, United Kingdom",restaurant,London,51.561299,-0.082169,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38597,10,http://tour-pedia.org/api/getPlaceDetails?id=38597,,
39407,Bruschetta Restaurant,"141-143 London Road, Kingston upon Thames, United Kingdom",restaurant,London,51.410773,-0.293556,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39407,10,http://tour-pedia.org/api/getPlaceDetails?id=39407,,
39868,Rubino,"253 Wimbledon Park Road, London, United Kingdom",restaurant,London,51.444675,-0.206467,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39868,10,http://tour-pedia.org/api/getPlaceDetails?id=39868,,
40005,Norbiton & Dragon,"16 Clifton Road, Kingston upon Thames, United Kingdom",restaurant,London,51.413701,-0.28902,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40005,10,http://tour-pedia.org/api/getPlaceDetails?id=40005,,
41973,Locale Restaurant,"1 Lawn Terrace, London, United Kingdom",restaurant,London,51.465026,0.007839,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41973,10,http://tour-pedia.org/api/getPlaceDetails?id=41973,,
42532,Esquires Coffee,"Unit 12, St. Georges Shopping Centre, St. Ann's Way, Harrow, United Kingdom",restaurant,London,51.58102,-0.336798,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=42532,10,http://tour-pedia.org/api/getPlaceDetails?id=42532,,
46404,Little Sardegna,"170 Blackstock Road, Highbury, London, United Kingdom",restaurant,London,51.560156,-0.098762,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=46404,10,http://tour-pedia.org/api/getPlaceDetails?id=46404,,
54614,Roots At N1,"115 Hemingford Road, London, United Kingdom",restaurant,London,51.540911,-0.113682,13,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=54614,10,http://tour-pedia.org/api/getPlaceDetails?id=54614,,
41565,Leighton House Museum,"12 Holland Park Road, London, United Kingdom",attraction,London,51.498633,-0.202967,13,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41565,10,http://tour-pedia.org/api/getPlaceDetails?id=41565,,
40414,Ekachai,Southside Shopping Centre,restaurant,London,51.454475944056,-0.19299884862039,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40414,10,http://tour-pedia.org/api/getPlaceDetails?id=40414,4b92cbd8f964a520901c34e3,Asian Restaurant
49033,Ma Goa,"242-244 Upper Richmond Rd, London, United Kingdom",restaurant,London,51.461401,-0.219206,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=49033,9,http://tour-pedia.org/api/getPlaceDetails?id=49033,,
53737,Cafe Bueno,"4 High Street, Town Centre, Romford, United Kingdom",restaurant,London,51.578142,0.179882,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53737,9,http://tour-pedia.org/api/getPlaceDetails?id=53737,,
54222,Bodega 50,"50 Allen Road, London, United Kingdom",restaurant,London,51.555292,-0.081778,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=54222,9,http://tour-pedia.org/api/getPlaceDetails?id=54222,,
58429,Metrogusto,"153 Battersea Park Road, London, United Kingdom",restaurant,London,51.47718,-0.145734,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=58429,9,http://tour-pedia.org/api/getPlaceDetails?id=58429,,
62910,Pret A Manger,"3 Praed Street, London, United Kingdom",restaurant,London,51.51877,-0.169677,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=62910,9,http://tour-pedia.org/api/getPlaceDetails?id=62910,,
63493,The Lawn Bistro,"67 High Street, London, United Kingdom",restaurant,London,51.425387,-0.218297,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=63493,9,http://tour-pedia.org/api/getPlaceDetails?id=63493,,
66646,Adriatico,"12-14 Mitre Street, The City, London, United Kingdom",restaurant,London,51.513872,-0.07875,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=66646,9,http://tour-pedia.org/api/getPlaceDetails?id=66646,,
69082,Brew For Two,"101 Morning Lane, London, United Kingdom",restaurant,London,51.547066,-0.051375,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=69082,9,http://tour-pedia.org/api/getPlaceDetails?id=69082,,
70491,Morena Bakery,"40 Cheshire Street, London, United Kingdom",restaurant,London,51.523528,-0.069887,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=70491,9,http://tour-pedia.org/api/getPlaceDetails?id=70491,,
75967,Chicks on Fire,"11 Hercules Street, London, United Kingdom",restaurant,London,51.559369,-0.12041,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=75967,9,http://tour-pedia.org/api/getPlaceDetails?id=75967,,
78528,The Crystal Palace Market,"3-7 Church Road, London, United Kingdom",restaurant,London,51.419512,-0.078641,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=78528,9,http://tour-pedia.org/api/getPlaceDetails?id=78528,,
80026,Jam In A Jar,"599 Green Lanes, London, United Kingdom",restaurant,London,51.58443,-0.10023,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80026,9,http://tour-pedia.org/api/getPlaceDetails?id=80026,,
42132,The Hamlet,"10 Streatham High Road, London, United Kingdom",restaurant,London,51.437778,-0.127384,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=42132,9,http://tour-pedia.org/api/getPlaceDetails?id=42132,,
35854,The Market Thai,"240 Portobello Road, London, United Kingdom",restaurant,London,51.517622,-0.206196,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=35854,9,http://tour-pedia.org/api/getPlaceDetails?id=35854,,
36227,Italo,"13 Bonnington Square, London, United Kingdom",restaurant,London,51.484455,-0.12036,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=36227,9,http://tour-pedia.org/api/getPlaceDetails?id=36227,,
36773,22 North Street,"22 North Street, Clapham Old Town, London, United Kingdom",restaurant,London,51.466496,-0.142181,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=36773,9,http://tour-pedia.org/api/getPlaceDetails?id=36773,,
36805,Thai Cafe & Restaurant,"22 Charlwood Street, London, United Kingdom",restaurant,London,51.490916,-0.137605,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=36805,9,http://tour-pedia.org/api/getPlaceDetails?id=36805,,
36939,Moment Expresso Bar,"248 West End Lane, London, United Kingdom",restaurant,London,51.551281,-0.191535,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=36939,9,http://tour-pedia.org/api/getPlaceDetails?id=36939,,
37439,Caminata,"96 Bedford Hill, London, United Kingdom",restaurant,London,51.441718,-0.149212,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=37439,9,http://tour-pedia.org/api/getPlaceDetails?id=37439,,
37872,The Kitchen Table,"37 Mill Lane, London, United Kingdom",restaurant,London,51.552012,-0.197556,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=37872,9,http://tour-pedia.org/api/getPlaceDetails?id=37872,,
38053,Davids,"341 W End Ln, London, United Kingdom",restaurant,London,51.552125,-0.193074,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38053,9,http://tour-pedia.org/api/getPlaceDetails?id=38053,,
39719,Thai Tho Wimbledon,"20 High Street, United Kingdom",restaurant,London,51.424985,-0.217054,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39719,9,http://tour-pedia.org/api/getPlaceDetails?id=39719,,
39747,Tandis,"73 Haverstock Hill, London, United Kingdom",restaurant,London,51.546438,-0.157741,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39747,9,http://tour-pedia.org/api/getPlaceDetails?id=39747,,
40000,The Grove,"9 Grove Road, Surbiton, United Kingdom",restaurant,London,51.396519,-0.306343,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40000,9,http://tour-pedia.org/api/getPlaceDetails?id=40000,,
40356,Chix Chox,"793 High Road, London, United Kingdom",restaurant,London,51.615725,-0.176905,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40356,9,http://tour-pedia.org/api/getPlaceDetails?id=40356,,
41615,The Arkley,"Barnet Road, Arkley, United Kingdom",restaurant,London,51.65246,-0.219516,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41615,9,http://tour-pedia.org/api/getPlaceDetails?id=41615,,
41644,Pappadums,"GC1, Ferry Quays, Ferry Lane, Brentford, United Kingdom",restaurant,London,51.483898,-0.300771,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41644,9,http://tour-pedia.org/api/getPlaceDetails?id=41644,,
41956,Woo Lot,"592 Lea Bridge Rd, London, United Kingdom",restaurant,London,51.574402,-0.013986,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41956,9,http://tour-pedia.org/api/getPlaceDetails?id=41956,,
42598,Behesht Restaurant,"1082-1086 Harrow Road, London, United Kingdom",restaurant,London,51.531969,-0.232447,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=42598,9,http://tour-pedia.org/api/getPlaceDetails?id=42598,,
42773,Pepenero,"The Sphere, Unit three, Royal Docks, 114 Silvertown Way, London, United Kingdom",restaurant,London,51.512473,0.01074,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=42773,9,http://tour-pedia.org/api/getPlaceDetails?id=42773,,
43574,Memsaheb on Thames,"65-67 Amsterdam Road, London, United Kingdom",restaurant,London,51.495572,-0.006802,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43574,9,http://tour-pedia.org/api/getPlaceDetails?id=43574,,
